"","enzyme_gene","class"
"2563","PHLD","Glycosylphosphatidylinositol phospholipase D"
"2564","PDE11","3',5'-cyclic-AMP phosphodiesterase"
"2565","PDE4A","3',5'-cyclic-AMP phosphodiesterase"
"2566","PDE4B","3',5'-cyclic-AMP phosphodiesterase"
"2567","PDE4C","3',5'-cyclic-AMP phosphodiesterase"
"2568","PDE4D","3',5'-cyclic-AMP phosphodiesterase"
"2569","PDE7A","3',5'-cyclic-AMP phosphodiesterase"
"2570","PDE7B","3',5'-cyclic-AMP phosphodiesterase"
"2571","PDE8A","3',5'-cyclic-AMP phosphodiesterase"
"2572","PDE8B","3',5'-cyclic-AMP phosphodiesterase"
"2573","NAPEP","N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D"
"2574","STS","Steryl-sulfatase"
"2575","GALNS","N-acetylgalactosamine-6-sulfatase"
"2576","ARSA","Cerebroside-sulfatase"
"2577","ARSB","N-acetylgalactosamine-4-sulfatase"
"2578","IDS","Iduronate-2-sulfatase"
"2579","GNS","N-acetylglucosamine-6-sulfatase"
"2580","MESH1","Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
"2581","PON1","Aryldialkylphosphatase"
"2582","PON3","Aryldialkylphosphatase"
"2583","EXD2","Exodeoxyribonuclease I"
"2584","RAD1","Exodeoxyribonuclease III"
"2585","RAD9A","Exodeoxyribonuclease III"
"2586","TREX1","Exodeoxyribonuclease III"
"2587","TREX2","Exodeoxyribonuclease III"
"2588","APTX","Adenosine-5'-diphospho-5'-(DNA) diphosphatase"
"2589","APTX","DNA-3'-diphospho-5'-guanosine diphosphatase"
"2590","ISG20","Exoribonuclease II"
"2591","CNO6L","Poly(A)-specific ribonuclease"
"2592","CNOT6","Poly(A)-specific ribonuclease"
"2593","CNOT7","Poly(A)-specific ribonuclease"
"2594","CNOT8","Poly(A)-specific ribonuclease"
"2595","NOCT","Poly(A)-specific ribonuclease"
"2596","PAN2","Poly(A)-specific ribonuclease"
"2597","PARN","Poly(A)-specific ribonuclease"
"2598","PDE12","Poly(A)-specific ribonuclease"
"2599","PNDC1","Poly(A)-specific ribonuclease"
"2600","DNAS1","Deoxyribonuclease I"
"2601","DNS2A","Deoxyribonuclease II"
"2602","DNS2B","Deoxyribonuclease II"
"2603","DICER","Ribonuclease III"
"2604","RNC","Ribonuclease III"
"2605","PO113","Ribonuclease H"
"2606","POK10","Ribonuclease H"
"2607","POK11","Ribonuclease H"
"2608","POK18","Ribonuclease H"
"2609","POK19","Ribonuclease H"
"2610","POK25","Ribonuclease H"
"2611","POK6","Ribonuclease H"
"2612","POK7","Ribonuclease H"
"2613","POK8","Ribonuclease H"
"2614","POK9","Ribonuclease H"
"2615","RNH1","Ribonuclease H"
"2616","RNH2A","Ribonuclease H"
"2617","MRPP3","Ribonuclease P"
"2618","POP1","Ribonuclease P"
"2619","POP5","Ribonuclease P"
"2620","POP7","Ribonuclease P"
"2621","RPP14","Ribonuclease P"
"2622","RPP21","Ribonuclease P"
"2623","RPP25","Ribonuclease P"
"2624","RPP29","Ribonuclease P"
"2625","RPP30","Ribonuclease P"
"2626","RPP38","Ribonuclease P"
"2627","RPP40","Ribonuclease P"
"2628","RNZ1","Ribonuclease Z"
"2629","RNZ2","Ribonuclease Z"
"2630","AGO2","Argonaute-2"
"2631","AGO3","Argonaute-2"
"2632","RNAS1","Pancreatic ribonuclease"
"2633","RNAS2","Pancreatic ribonuclease"
"2634","SND1","Micrococcal nuclease"
"2635","AMY1","Alpha-amylase"
"2636","AMY2B","Alpha-amylase"
"2637","AMYP","Alpha-amylase"
"2638","MGAL","Glucan 1,4-alpha-glucosidase"
"2639","MGA","Glucan 1,4-alpha-glucosidase"
"2640","SUIS","Oligo-1,6-glucosidase"
"2641","CHIA","Chitinase"
"2642","CHIT1","Chitinase"
"2643","LYSC","Lysozyme"
"2644","LYZL1","Lysozyme"
"2645","LYZL2","Lysozyme"
"2646","LYZL5","Lysozyme"
"2647","LYZL6","Lysozyme"
"2648","NEUR1","Exo-alpha-sialidase"
"2649","NEUR2","Exo-alpha-sialidase"
"2650","NEUR3","Exo-alpha-sialidase"
"2651","NEUR4","Exo-alpha-sialidase"
"2652","GANC","Alpha-glucosidase"
"2653","LYAG","Alpha-glucosidase"
"2654","MGA","Alpha-glucosidase"
"2655","GBA3","Beta-glucosidase"
"2656","AGAL","Alpha-galactosidase"
"2657","BGAL","Beta-galactosidase"
"2658","MA2B1","Alpha-mannosidase"
"2659","MA2B2","Alpha-mannosidase"
"2660","MA2C1","Alpha-mannosidase"
"2661","MANBA","Beta-mannosidase"
"2662","TREA","Alpha,alpha-trehalase"
"2663","BGLR","Beta-glucuronidase"
"2664","KLOT","Beta-glucuronidase"
"2665","GDE","Amylo-alpha-1,6-glucosidase"
"2666","CEIP2","Hyaluronoglucosaminidase"
"2667","CEMIP","Hyaluronoglucosaminidase"
"2668","HYAL1","Hyaluronoglucosaminidase"
"2669","HYAL2","Hyaluronoglucosaminidase"
"2670","HYAL3","Hyaluronoglucosaminidase"
"2671","HYAL4","Hyaluronoglucosaminidase"
"2672","HYALP","Hyaluronoglucosaminidase"
"2673","GBA2","Glucosylceramidase"
"2674","GLCM","Glucosylceramidase"
"2675","GALC","Galactosylceramidase"
"2676","SUIS","Sucrose alpha-glucosidase"
"2677","NAGAB","Alpha-N-acetylgalactosaminidase"
"2678","ANAG","Alpha-N-acetylglucosaminidase"
"2679","FUCO2","Alpha-L-fucosidase"
"2680","FUCO","Alpha-L-fucosidase"
"2681","HEXA","Beta-N-acetylhexosaminidase"
"2682","HEXB","Beta-N-acetylhexosaminidase"
"2683","HEXD","Beta-N-acetylhexosaminidase"
"2684","LPH","Glycosylceramidase"
"2685","IDUA","L-iduronidase"
"2686","GANAB","Glucan 1,3-alpha-glucosidase"
"2687","ENASE","Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"
"2688","MOGS","Mannosyl-oligosaccharide glucosidase"
"2689","PGGHG","Protein-glucosylgalactosylhydroxylysine glucosidase"
"2690","LPH","Lactase"
"2691","EDEM3","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2692","MA1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2693","MA1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2694","MA1B1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2695","MA1C1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase"
"2696","MA2A1","Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase"
"2697","MA2A2","Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase"
"2698","MANEA","Glycoprotein endo-alpha-1,2-mannosidase"
"2699","ARHL2","Poly(ADP-ribose) glycohydrolase"
"2700","PARG","Poly(ADP-ribose) glycohydrolase"
"2701","HPSE","Heparanase"
"2702","OGA","Protein O-GlcNAcase"
"2703","GLCNE","UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)"
"2704","BST1","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase"
"2705","CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase"
"2706","ADPRH","[Protein ADP-ribosylarginine] hydrolase"
"2707","3MG","DNA-3-methyladenine glycosylase II"
"2708","UNG","Uracil-DNA glycosylase"
"2709","TDG","Thymine-DNA glycosylase"
"2710","MUTYH","Adenine glycosylase"
"2711","SAHH3","Adenosylhomocysteinase"
"2712","SAHH","Adenosylhomocysteinase"
"2713","TM86B","Lysoplasmalogenase"
"2714","LKHA4","Leukotriene-A(4) hydrolase"
"2715","HYEP","Microsomal epoxide hydrolase"
"2716","EPHX3","Soluble epoxide hydrolase"
"2717","HYES","Soluble epoxide hydrolase"
"2718","AMPL","Leucyl aminopeptidase"
"2719","AMPN","Membrane alanyl aminopeptidase"
"2720","LCAP","Cystinyl aminopeptidase"
"2721","AMPL","Prolyl aminopeptidase"
"2722","AMPB","Aminopeptidase B"
"2723","AMPE","Glutamyl aminopeptidase"
"2724","XPP1","Xaa-Pro aminopeptidase"
"2725","XPP2","Xaa-Pro aminopeptidase"
"2726","XPP3","Xaa-Pro aminopeptidase"
"2727","PSA","Cytosol alanyl aminopeptidase"
"2728","MAP11","Methionyl aminopeptidase"
"2729","MAP12","Methionyl aminopeptidase"
"2730","MAP2","Methionyl aminopeptidase"
"2731","RNPL1","Methionyl aminopeptidase"
"2732","DNPEP","Aspartyl aminopeptidase"
"2733","PEPD","Xaa-Pro dipeptidase"
"2734","CNDP2","Cytosol nonspecific dipeptidase"
"2735","DPEP1","Membrane dipeptidase"
"2736","DPEP2","Membrane dipeptidase"
"2737","DPEP3","Membrane dipeptidase"
"2738","CNDP1","Beta-Ala-His dipeptidase"
"2739","CATC","Dipeptidyl-peptidase I"
"2740","DPP2","Dipeptidyl-peptidase II"
"2741","DPP3","Dipeptidyl-peptidase III"
"2742","DPP4","Dipeptidyl-peptidase IV"
"2743","DPP8","Dipeptidyl-peptidase IV"
"2744","DPP9","Dipeptidyl-peptidase IV"
"2745","SEPR","Dipeptidyl-peptidase IV"
"2746","TPP1","Tripeptidyl-peptidase I"
"2747","TPP2","Tripeptidyl-peptidase II"
"2748","ACE","Peptidyl-dipeptidase A"
"2749","PCP","Lysosomal Pro-Xaa carboxypeptidase"
"2750","PPGB","Carboxypeptidase C"
"2751","CBPA1","Carboxypeptidase A"
"2752","CBPA3","Carboxypeptidase A"
"2753","CBPB1","Carboxypeptidase B"
"2754","CBPN","Lysine carboxypeptidase"
"2755","CBPE","Carboxypeptidase E"
"2756","CBPM","Carboxypeptidase M"
"2757","CBPA2","Carboxypeptidase A2"
"2758","VASH1","Tubulinyl-Tyr carboxypeptidase"
"2759","VASH2","Tubulinyl-Tyr carboxypeptidase"
"2760","CBPB2","Carboxypeptidase U"
"2761","FOLH1","Glutamate carboxypeptidase II"
"2762","NALD2","Glutamate carboxypeptidase II"
"2763","NALDL","Glutamate carboxypeptidase II"
"2764","CBPD","Metallocarboxypeptidase D"
"2765","ACE2","Angiotensin-converting enzyme 2"
"2766","CATZ","Cathepsin X"
"2767","ACPH","Acylaminoacyl-peptidase"
"2768","PGPI","Pyroglutamyl-peptidase I"
"2769","ASGL1","Beta-aspartyl-peptidase"
"2770","TRHDE","Pyroglutamyl-peptidase II"
"2771","GGH","Folate gamma-glutamyl hydrolase"
"2772","ALG13","Ubiquitinyl hydrolase 1"
"2773","ATX3L","Ubiquitinyl hydrolase 1"
"2774","ATX3","Ubiquitinyl hydrolase 1"
"2775","BAP1","Ubiquitinyl hydrolase 1"
"2776","CYLD","Ubiquitinyl hydrolase 1"
"2777","DESI2","Ubiquitinyl hydrolase 1"
"2778","EIF3F","Ubiquitinyl hydrolase 1"
"2779","JOS1","Ubiquitinyl hydrolase 1"
"2780","JOS2","Ubiquitinyl hydrolase 1"
"2781","MINY1","Ubiquitinyl hydrolase 1"
"2782","MINY2","Ubiquitinyl hydrolase 1"
"2783","MINY3","Ubiquitinyl hydrolase 1"
"2784","MINY4","Ubiquitinyl hydrolase 1"
"2785","OTU1","Ubiquitinyl hydrolase 1"
"2786","OTU6A","Ubiquitinyl hydrolase 1"
"2787","OTU6B","Ubiquitinyl hydrolase 1"
"2788","OTU7A","Ubiquitinyl hydrolase 1"
"2789","OTU7B","Ubiquitinyl hydrolase 1"
"2790","OTUB1","Ubiquitinyl hydrolase 1"
"2791","OTUB2","Ubiquitinyl hydrolase 1"
"2792","OTUD1","Ubiquitinyl hydrolase 1"
"2793","OTUD3","Ubiquitinyl hydrolase 1"
"2794","OTUD4","Ubiquitinyl hydrolase 1"
"2795","OTUD5","Ubiquitinyl hydrolase 1"
"2796","OTUL","Ubiquitinyl hydrolase 1"
"2797","TNAP3","Ubiquitinyl hydrolase 1"
"2798","U17L1","Ubiquitinyl hydrolase 1"
"2799","U17L2","Ubiquitinyl hydrolase 1"
"2800","U17L3","Ubiquitinyl hydrolase 1"
"2801","U17L5","Ubiquitinyl hydrolase 1"
"2802","U17L6","Ubiquitinyl hydrolase 1"
"2803","U17LA","Ubiquitinyl hydrolase 1"
"2804","U17LB","Ubiquitinyl hydrolase 1"
"2805","U17LD","Ubiquitinyl hydrolase 1"
"2806","U17LF","Ubiquitinyl hydrolase 1"
"2807","U17LH","Ubiquitinyl hydrolase 1"
"2808","U17LI","Ubiquitinyl hydrolase 1"
"2809","U17LJ","Ubiquitinyl hydrolase 1"
"2810","U17LK","Ubiquitinyl hydrolase 1"
"2811","U17LL","Ubiquitinyl hydrolase 1"
"2812","U17LM","Ubiquitinyl hydrolase 1"
"2813","U17LO","Ubiquitinyl hydrolase 1"
"2814","UBP10","Ubiquitinyl hydrolase 1"
"2815","UBP11","Ubiquitinyl hydrolase 1"
"2816","UBP12","Ubiquitinyl hydrolase 1"
"2817","UBP13","Ubiquitinyl hydrolase 1"
"2818","UBP14","Ubiquitinyl hydrolase 1"
"2819","UBP15","Ubiquitinyl hydrolase 1"
"2820","UBP16","Ubiquitinyl hydrolase 1"
"2821","UBP19","Ubiquitinyl hydrolase 1"
"2822","UBP1","Ubiquitinyl hydrolase 1"
"2823","UBP20","Ubiquitinyl hydrolase 1"
"2824","UBP21","Ubiquitinyl hydrolase 1"
"2825","UBP22","Ubiquitinyl hydrolase 1"
"2826","UBP24","Ubiquitinyl hydrolase 1"
"2827","UBP25","Ubiquitinyl hydrolase 1"
"2828","UBP26","Ubiquitinyl hydrolase 1"
"2829","UBP27","Ubiquitinyl hydrolase 1"
"2830","UBP28","Ubiquitinyl hydrolase 1"
"2831","UBP29","Ubiquitinyl hydrolase 1"
"2832","UBP2","Ubiquitinyl hydrolase 1"
"2833","UBP30","Ubiquitinyl hydrolase 1"
"2834","UBP31","Ubiquitinyl hydrolase 1"
"2835","UBP32","Ubiquitinyl hydrolase 1"
"2836","UBP33","Ubiquitinyl hydrolase 1"
"2837","UBP34","Ubiquitinyl hydrolase 1"
"2838","UBP35","Ubiquitinyl hydrolase 1"
"2839","UBP36","Ubiquitinyl hydrolase 1"
"2840","UBP37","Ubiquitinyl hydrolase 1"
"2841","UBP38","Ubiquitinyl hydrolase 1"
"2842","UBP3","Ubiquitinyl hydrolase 1"
"2843","UBP40","Ubiquitinyl hydrolase 1"
"2844","UBP41","Ubiquitinyl hydrolase 1"
"2845","UBP42","Ubiquitinyl hydrolase 1"
"2846","UBP43","Ubiquitinyl hydrolase 1"
"2847","UBP44","Ubiquitinyl hydrolase 1"
"2848","UBP45","Ubiquitinyl hydrolase 1"
"2849","UBP46","Ubiquitinyl hydrolase 1"
"2850","UBP47","Ubiquitinyl hydrolase 1"
"2851","UBP48","Ubiquitinyl hydrolase 1"
"2852","UBP49","Ubiquitinyl hydrolase 1"
"2853","UBP4","Ubiquitinyl hydrolase 1"
"2854","UBP51","Ubiquitinyl hydrolase 1"
"2855","UBP5","Ubiquitinyl hydrolase 1"
"2856","UBP6","Ubiquitinyl hydrolase 1"
"2857","UBP7","Ubiquitinyl hydrolase 1"
"2858","UBP8","Ubiquitinyl hydrolase 1"
"2859","UCHL1","Ubiquitinyl hydrolase 1"
"2860","UCHL3","Ubiquitinyl hydrolase 1"
"2861","UCHL5","Ubiquitinyl hydrolase 1"
"2862","UL17C","Ubiquitinyl hydrolase 1"
"2863","USP9X","Ubiquitinyl hydrolase 1"
"2864","USP9Y","Ubiquitinyl hydrolase 1"
"2865","VCIP1","Ubiquitinyl hydrolase 1"
"2866","ZRAN1","Ubiquitinyl hydrolase 1"
"2867","ZUP1","Ubiquitinyl hydrolase 1"
"2868","GGT1","Glutathione hydrolase"
"2869","GGT3","Glutathione hydrolase"
"2870","GGT5","Glutathione hydrolase"
"2871","GGT6","Glutathione hydrolase"
"2872","GGT7","Glutathione hydrolase"
"2873","GGT1","Leukotriene-C(4) hydrolase"
"2874","GGT5","Leukotriene-C(4) hydrolase"
"2875","CTRB1","Chymotrypsin"
"2876","CTRB2","Chymotrypsin"
"2877","CTRC","Chymotrypsin C"
"2878","PRS58","Trypsin"
"2879","TRY1","Trypsin"
"2880","TRY2","Trypsin"
"2881","TRY3","Trypsin"
"2882","TRY6","Trypsin"
"2883","THRB","Thrombin"
"2884","FA10","Coagulation factor Xa"
"2885","PLMN","Plasmin"
"2886","ENTK","Enteropeptidase"
"2887","ACRO","Acrosin"
"2888","CATG","Cathepsin G"
"2889","FA7","Coagulation factor VIIa"
"2890","FA9","Coagulation factor IXa"
"2891","PPCE","Prolyl oligopeptidase"
"2892","SEPR","Prolyl oligopeptidase"
"2893","FA11","Coagulation factor XIa"
"2894","KLKB1","Plasma kallikrein"
"2895","KLK1","Tissue kallikrein"
"2896","KLK2","Tissue kallikrein"
"2897","CELA1","Pancreatic elastase"
"2898","ELNE","Leukocyte elastase"
"2899","FA12","Coagulation factor XIIa"
"2900","CMA1","Chymase"
"2901","C1R","Complement subcomponent C1r"
"2902","C1S","Complement subcomponent C1s"
"2903","CO2","Classical-complement-pathway C3/C5 convertase"
"2904","CFAI","Complement factor I"
"2905","CFAD","Complement factor D"
"2906","CFAB","Alternative-complement-pathway C3/C5 convertase"
"2907","LONM","Endopeptidase La"
"2908","LONP2","Endopeptidase La"
"2909","TRYB1","Tryptase"
"2910","TRYB2","Tryptase"
"2911","TRYD","Tryptase"
"2912","TPA","T-plasminogen activator"
"2913","PROC","Protein C (activated)"
"2914","CEL3A","Pancreatic endopeptidase E"
"2915","CEL3B","Pancreatic endopeptidase E"
"2916","CEL2A","Pancreatic elastase II"
"2917","CEL2B","Pancreatic elastase II"
"2918","UROK","U-plasminogen activator"
"2919","FURIN","Furin"
"2920","PRTN3","Myeloblastin"
"2921","KLK3","Semenogelase"
"2922","GRAA","Granzyme A"
"2923","GRAB","Granzyme B"
"2924","SC11A","Signal peptidase I"
"2925","SC11B","Signal peptidase I"
"2926","SC11C","Signal peptidase I"
"2927","CLPP","Endopeptidase Clp"
"2928","NEC1","Proprotein convertase 1"
"2929","NEC2","Proprotein convertase 2"
"2930","MASP2","Mannan-binding lectin-associated serine protease-2"
"2931","PARL","Rhomboid protease"
"2932","RHBL1","Rhomboid protease"
"2933","RHBL2","Rhomboid protease"
"2934","RHBL3","Rhomboid protease"
"2935","RHBL4","Rhomboid protease"
"2936","HEPS","Hepsin"
"2937","HTRA2","HtrA2 peptidase"
"2938","ST14","Matriptase"
"2939","MBTP1","Site-1 protease"
"2940","KLK7","Stratum corneum chymotryptic enzyme"
"2941","KLK8","Kallikrein 8"
"2942","CATB","Cathepsin B"
"2943","CATL1","Cathepsin L"
"2944","CATH","Cathepsin H"
"2945","CATS","Cathepsin S"
"2946","LGMN","Legumain"
"2947","CASP1","Caspase-1"
"2948","CATK","Cathepsin K"
"2949","BLMH","Bleomycin hydrolase"
"2950","CATF","Cathepsin F"
"2951","CATO","Cathepsin O"
"2952","CATL2","Cathepsin V"
"2953","ESPL1","Separase"
"2954","CAN1","Calpain-1"
"2955","CAN2","Calpain-2"
"2956","CAN8","Calpain-2"
"2957","CAN3","Calpain-3"
"2958","CASP2","Caspase-2"
"2959","CASP3","Caspase-3"
"2960","CASP4","Caspase-4"
"2961","CASP5","Caspase-5"
"2962","CASP6","Caspase-6"
"2963","CASP7","Caspase-7"
"2964","CASP8","Caspase-8"
"2965","CASP9","Caspase-9"
"2966","CASPA","Caspase-10"
"2967","PEPA3","Pepsin A"
"2968","PEPA4","Pepsin A"
"2969","PEPA5","Pepsin A"
"2970","PEPC","Gastricsin"
"2971","CATD","Cathepsin D"
"2972","RENI","Renin"
"2973","CATE","Cathepsin E"
"2974","BACE2","Memapsin 1"
"2975","BACE1","Memapsin 2"
"2976","POK9","Human endogenous retrovirus K endopeptidase"
"2977","VP113","Human endogenous retrovirus K endopeptidase"
"2978","VPK04","Human endogenous retrovirus K endopeptidase"
"2979","VPK10","Human endogenous retrovirus K endopeptidase"
"2980","VPK18","Human endogenous retrovirus K endopeptidase"
"2981","VPK19","Human endogenous retrovirus K endopeptidase"
"2982","VPK21","Human endogenous retrovirus K endopeptidase"
"2983","VPK24","Human endogenous retrovirus K endopeptidase"
"2984","VPK25","Human endogenous retrovirus K endopeptidase"
"2985","VPK6","Human endogenous retrovirus K endopeptidase"
"2986","VPK7","Human endogenous retrovirus K endopeptidase"
"2987","VPK8","Human endogenous retrovirus K endopeptidase"
"2988","VPK9","Human endogenous retrovirus K endopeptidase"
"2989","MMP1","Interstitial collagenase"
"2990","MMEL1","Neprilysin"
"2991","NEP","Neprilysin"
"2992","ATS2","Procollagen N-endopeptidase"
"2993","THOP1","Thimet oligopeptidase"
"2994","NEUL","Neurolysin"
"2995","MMP3","Stromelysin 1"
"2996","MEP1A","Meprin A"
"2997","BMP1","Procollagen C-endopeptidase"
"2998","MMP10","Stromelysin 2"
"2999","MMP7","Matrilysin"
"3000","MMP2","Gelatinase A"
"3001","MMP8","Neutrophil collagenase"
"3002","MMP9","Gelatinase B"
"3003","IDE","Insulysin"
"3004","MIPEP","Mitochondrial intermediate peptidase"
"3005","NRDC","Nardilysin"
"3006","MEP1B","Meprin B"
"3007","MPPB","Mitochondrial processing peptidase"
"3008","MMP12","Macrophage elastase"
"3009","ECE1","Endothelin-converting enzyme 1"
"3010","ECE2","Endothelin-converting enzyme 1"
"3011","EFCE2","Endothelin-converting enzyme 1"
"3012","PAPP1","Pappalysin-1"
"3013","MMP14","Membrane-type matrix metalloproteinase-1"
"3014","ADA10","ADAM10 endopeptidase"
"3015","ATS4","ADAMTS-4 endopeptidase"
"3016","FACE1","Ste24 endopeptidase"
"3017","MBTP2","S2P endopeptidase"
"3018","ADA17","ADAM 17 endopeptidase"
"3019","ATS13","ADAMTS13 endopeptidase"
"3020","PSA1","Proteasome endopeptidase complex"
"3021","PSA2","Proteasome endopeptidase complex"
"3022","PSA3","Proteasome endopeptidase complex"
"3023","PSA4","Proteasome endopeptidase complex"
"3024","PSA5","Proteasome endopeptidase complex"
"3025","PSA6","Proteasome endopeptidase complex"
"3026","PSA7","Proteasome endopeptidase complex"
"3027","PSB10","Proteasome endopeptidase complex"
"3028","PSB11","Proteasome endopeptidase complex"
"3029","PSB1","Proteasome endopeptidase complex"
"3030","PSB2","Proteasome endopeptidase complex"
"3031","PSB3","Proteasome endopeptidase complex"
"3032","PSB4","Proteasome endopeptidase complex"
"3033","PSB5","Proteasome endopeptidase complex"
"3034","PSB6","Proteasome endopeptidase complex"
"3035","PSB7","Proteasome endopeptidase complex"
"3036","PSB8","Proteasome endopeptidase complex"
"3037","PSB9","Proteasome endopeptidase complex"
"3038","PSMA8","Proteasome endopeptidase complex"
"3039","ASGL1","Asparaginase"
"3040","LPP60","Asparaginase"
"3041","GLSK","Glutaminase"
"3042","GLSL","Glutaminase"
"3043","NIT2","Omega-amidase"
"3044","BUP1","Beta-ureidopropionase"
"3045","KFA","Arylformamidase"
"3046","BTD","Biotinidase"
"3047","ACY1","N-acyl-aliphatic-L-amino acid amidohydrolase"
"3048","ACY2","Aspartoacylase"
"3049","ACER1","Ceramidase"
"3050","ACER2","Ceramidase"
"3051","ASAH1","Ceramidase"
"3052","ASAH2","Ceramidase"
"3053","NAGA","N-acetylglucosamine-6-phosphate deacetylase"
"3054","ASPG","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase"
"3055","PGRP2","N-acetylmuramoyl-L-alanine amidase"
"3056","NGLY1","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase"
"3057","DEFM","Peptide deformylase"
"3058","PIGL","N-acetylglucosaminylphosphatidylinositol deacetylase"
"3059","VNN1","Pantetheine hydrolase"
"3060","VNN2","Pantetheine hydrolase"
"3061","VNN3","Pantetheine hydrolase"
"3062","HDA10","Histone deacetylase"
"3063","HDA11","Histone deacetylase"
"3064","HDAC1","Histone deacetylase"
"3065","HDAC2","Histone deacetylase"
"3066","HDAC3","Histone deacetylase"
"3067","HDAC4","Histone deacetylase"
"3068","HDAC5","Histone deacetylase"
"3069","HDAC6","Histone deacetylase"
"3070","HDAC7","Histone deacetylase"
"3071","HDAC8","Histone deacetylase"
"3072","HDAC9","Histone deacetylase"
"3073","FAAH1","Fatty acid amide hydrolase"
"3074","FAAH2","Fatty acid amide hydrolase"
"3075","ACY3","N-acyl-aromatic-L-amino acid amidohydrolase"
"3076","NTAN1","Protein N-terminal asparagine amidohydrolase"
"3077","NTAQ1","Protein N-terminal glutamine amidohydrolase"
"3078","PARK7","Protein deglycase"
"3079","DPYS","Dihydropyrimidinase"
"3080","PYR1","Dihydroorotase"
"3081","HUTI","Imidazolonepropionase"
"3082","OPLA","5-oxoprolinase (ATP-hydrolyzing)"
"3083","ARGI1","Arginase"
"3084","ARGI2","Arginase"
"3085","ALLC","Allantoicase"
"3086","SPEB","Agmatinase"
"3087","PADI1","Protein-arginine deiminase"
"3088","PADI2","Protein-arginine deiminase"
"3089","PADI3","Protein-arginine deiminase"
"3090","PADI4","Protein-arginine deiminase"
"3091","PADI6","Protein-arginine deiminase"
"3092","DDAH1","Dimethylargininase"
"3093","DDAH2","Dimethylargininase"
"3094","GUAD","Guanine deaminase"
"3095","ADA2","Adenosine deaminase"
"3096","ADA","Adenosine deaminase"
"3097","CDD","Cytidine deaminase"
"3098","AMPD1","AMP deaminase"
"3099","AMPD2","AMP deaminase"
"3100","AMPD3","AMP deaminase"
"3101","C1TC","Methenyltetrahydrofolate cyclohydrolase"
"3102","MTD2L","Methenyltetrahydrofolate cyclohydrolase"
"3103","MTDC","Methenyltetrahydrofolate cyclohydrolase"
"3104","PUR9","IMP cyclohydrolase"
"3105","DCTD","dCMP deaminase"
"3106","GCH1","GTP cyclohydrolase I"
"3107","ADAT2","tRNA(adenine(34)) deaminase"
"3108","ADAT1","tRNA(Ala)(adenine(37)) deaminase"
"3109","ABEC1","mRNA(cytosine(6666)) deaminase"
"3110","ABEC2","mRNA(cytosine(6666)) deaminase"
"3111","DSRAD","Double-stranded RNA adenine deaminase"
"3112","RED1","Double-stranded RNA adenine deaminase"
"3113","AICDA","Single-stranded DNA cytosine deaminase"
"3114","GNPI1","Glucosamine-6-phosphate deaminase"
"3115","GNPI2","Glucosamine-6-phosphate deaminase"
"3116","RIDA","2-iminobutanoate/2-iminopropanoate deaminase"
"3117","IPYR2","Inorganic diphosphatase"
"3118","IPYR","Inorganic diphosphatase"
"3119","LHPP","Inorganic diphosphatase"
"3120","PRUN1","Inorganic diphosphatase"
"3121","ATAD1","Adenosinetriphosphatase"
"3122","ATAD2","Adenosinetriphosphatase"
"3123","CLPB","Adenosinetriphosphatase"
"3124","WRIP1","Adenosinetriphosphatase"
"3125","ENTP1","Apyrase"
"3126","ENTP3","Apyrase"
"3127","ENTP8","Apyrase"
"3128","CANT1","Nucleoside diphosphate phosphatase"
"3129","ENTP4","Nucleoside diphosphate phosphatase"
"3130","ENTP5","Nucleoside diphosphate phosphatase"
"3131","ENTP6","Nucleoside diphosphate phosphatase"
"3132","ACYP1","Acylphosphatase"
"3133","ACYP2","Acylphosphatase"
"3134","ENPP1","Nucleotide diphosphatase"
"3135","ENPP3","Nucleotide diphosphatase"
"3136","ITPA","Nucleotide diphosphatase"
"3137","NUD15","Nucleotide diphosphatase"
"3138","DCTP1","dCTP diphosphatase"
"3139","ADPRM","ADP-ribose diphosphatase"
"3140","NUDT5","ADP-ribose diphosphatase"
"3141","NUDT9","ADP-ribose diphosphatase"
"3142","NTPCR","Nucleoside-triphosphate phosphatase"
"3143","ADPRM","CDP-glycerol diphosphatase"
"3144","AP4A","Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)"
"3145","GARS","Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)"
"3146","NUD12","NAD(+) diphosphatase"
"3147","DUT","dUTP diphosphatase"
"3148","THTPA","Thiamine-triphosphatase"
