"Type","Family id","Family name","Target id","Target name","Subunits","Target systematic name","Target abbreviated name","synonyms","HGNC id","HGNC symbol","HGNC name","Human genetic localisation","Human nucleotide RefSeq","Human protein RefSeq","Human SwissProt","Human Entrez Gene","RGD id","RGD symbol","RGD name","Rat genetic localisation","Rat nucleotide RefSeq","Rat protein RefSeq","Rat SwissProt","Rat Entrez Gene","MGI id","MGI symbol","MGI name","Mouse genetic localisation","Mouse nucleotide RefSeq","Mouse protein RefSeq","Mouse SwissProt","Mouse Entrez Gene"
"catalytic_receptor","760","Integrins","2454","integrin, alpha X subunit (complement component 3 receptor 4 subunit)","","","","CD11 antigen-like family member C|CD11C|integrin alpha X (antigen CD11C (p150), alpha polypeptide)|Leukocyte adhesion receptor p150,95|integrin, alpha X","6152","ITGAX","integrin subunit alpha X","16p11.2","NM_000887","NP_000878","P20702","3687","1561123","Itgax","integrin subunit alpha X","1q36","","","","499271","MGI:96609","Itgax","integrin alpha X","7 F3","NM_021334","NP_067309","Q9QXH4","16411"
"catalytic_receptor","760","Integrins","2455","integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","beta1 integrin|CD antigen CD29|Fibronectin receptor subunit beta|FNRB|Glycoprotein IIa|GPIIA|MDF2|MSK12|VLA-4 subunit beta|integrin, beta 1","6153","ITGB1","integrin subunit beta 1","10p11.2","NM_002211|NM_033668|NM_133376","NP_002202|NP_391988|NP_596867","P05556","3688","2927","Itgb1","integrin subunit beta 1","19q12","NM_017022","NP_058718","P49134","24511","MGI:96610","Itgb1","integrin beta 1 (fibronectin receptor beta)","8 E2","XM_134403","NP_034708","P09055","16412"
"catalytic_receptor","760","Integrins","2456","integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)","","","","CD antigen CD18|Integrin beta-2|integrin, beta 2 (antigen CD18 (p95)|lymphocyte function-associated antigen 1|LFA-1|integrin, beta 2","6155","ITGB2","integrin subunit beta 2","21q22.3","NM_000211|NM_001127491","NP_000202|NP_001120963","P05107","3689","1305581","Itgb2","integrin subunit beta 2","20p12","NM_001037780","NP_001032869","","309684","MGI:96611","Itgb2","integrin beta 2","10 C1","NM_008404","NP_032430","P11835","16414"
"catalytic_receptor","760","Integrins","2457","integrin, beta 3 subunit (platelet glycoprotein IIIa, antigen CD61)","","","","CD antigen CD61|GP3A|GPIIIa","6156","ITGB3","integrin subunit beta 3","17q21.32","NM_000212","NP_000203","P05106","3690","","","","","","","","","MGI:96612","Itgb3","integrin beta 3","11 E1","NM_016780","NP_058060","O54890","16416"
"catalytic_receptor","760","Integrins","2458","integrin, beta 4 subunit","","","","GP150|CD antigen CD104","6158","ITGB4","integrin subunit beta 4","17q11-qter","NM_000213|NM_001005619|NM_001005731","NP_000204|NP_001005619|NP_001005731","P16144","3691","2928","Itgb4","integrin subunit beta 4","10q32.3","NM_013180","NP_037312","Q64632","25724","MGI:96613","Itgb4","integrin beta 4","11 E2","XM_109756","NP_001005608|NP_598424","A2A863","192897"
"catalytic_receptor","760","Integrins","2459","integrin, beta 5 subunit","","","","","6160","ITGB5","integrin subunit beta 5","3q21.2","NM_002213","NP_002204","P18084","3693","628869","Itgb5","integrin subunit beta 5","q22","NM_147139","NP_671480","","257645","MGI:96614","Itgb5","integrin beta 5","16 B3","NM_001145884|NM_010580","NP_001139356|NP_034710","O70309","16419"
"catalytic_receptor","760","Integrins","2460","integrin, beta 6 subunit","","","","integrin subunit beta 6","6161","ITGB6","integrin subunit beta 6","2q24.2","NM_000888","NP_000879","P18564","3694","1303119","Itgb6","integrin beta 6","3q21","NM_001004263","NP_001004263","Q6AYF4","311061","MGI:96615","Itgb6","integrin beta 6","2 C3","NM_001159564|NM_021359","NP_001153036|NP_067334","Q9Z0T9","16420"
"catalytic_receptor","760","Integrins","2461","integrin, beta 7 subunit","","","","Integrin beta-P|Gut homing receptor beta subunit","6162","ITGB7","integrin subunit beta 7","12q13.1","NM_000889","NP_000880","P26010","3695","2929","Itgb7","integrin subunit beta 7","7q36","NM_013171","NP_037303","","25713","MGI:96616","Itgb7","integrin beta 7","15 F3","NM_013566","NP_038594","P26011","16421"
"catalytic_receptor","760","Integrins","2462","integrin, beta 8 subunit","","","","","6163","ITGB8","integrin subunit beta 8","7p15.3","NM_002214","NP_002205","P26012","3696","1311374","Itgb8","integrin subunit beta 8","6q33","NM_001108726","NP_001102196","","362800","MGI:1338035","Itgb8","integrin beta 8","12 F2","NM_177290","NP_796264","","320910"
"catalytic_receptor","760","Integrins","2577","integrin &alpha;1&beta;1","integrin, alpha 1 subunit|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","very late antigen-1|VLA-1","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2578","integrin &alpha;2&beta;1","integrin, alpha 2 subunit (CD49B, alpha 2 subunit of VLA-2 receptor)|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","very late antigen-2|VLA-2|platelet GpIaIIa","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2579","integrin &alpha;IIb&beta;3","integrin, alpha IIb subunit (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)|integrin, beta 3 subunit (platelet glycoprotein IIIa, antigen CD61)","","","&alpha;2b&beta;3|fibrinogen receptor|platelet GpIIbIIIa","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2580","integrin &alpha;4&beta;1","integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","very late antigen-4|VLA-4","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2770","integrin &alpha;4&beta;7","integrin, alpha 4 subunit (antigen CD49D, alpha 4 subunit of VLA-4 receptor)|integrin, beta 7 subunit","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2581","integrin &alpha;5&beta;1","integrin, alpha 5 subunit (fibronectin receptor, alpha polypeptide)|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","very late antigen-5|VLA-5|platelet GpIcIIa","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2867","integrin &alpha;6&beta;1","integrin, alpha 6 subunit|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2868","integrin &alpha;10&beta;1","integrin, alpha 10 subunit|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2869","integrin &alpha;11&beta;1","integrin, alpha 11 subunit|integrin, beta 1 subunit (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2799","integrin &alpha;E&beta;7","integrin, alpha E subunit (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)|integrin, beta 7 subunit","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2582","integrin &alpha;L&beta;2","integrin, alpha L subunit (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)|integrin, beta 2 subunit (complement component 3 receptor 3 and 4 subunit)","","","LFA-1|lymphocyte function-associated antigen 1","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","760","Integrins","2583","integrin &alpha;V&beta;3","integrin, alpha V subunit|integrin, beta 3 subunit (platelet glycoprotein IIIa, antigen CD61)","","","vitronectin receptor|VTNR","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","310","Interferon receptor family","1898","Interferon-&alpha;/&beta; receptor","interferon &alpha;/&beta;  receptor 1|Interferon &alpha;/&beta; receptor 2","","","Interferon-&alpha;/&beta; 1/2 heteromer","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","310","Interferon receptor family","1899","Interferon-&gamma; receptor","Interferon &gamma; receptor 1|Interferon &gamma; receptor 2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"catalytic_receptor","310","Interferon receptor family","1723","interferon &alpha;/&beta;  receptor 1","","","","IFRC|interferon (alpha and beta) receptor 1|interferon (alpha, beta and omega) receptor 1|Ifar|IFN-alpha/betaR","5432","IFNAR1","interferon alpha and beta receptor subunit 1","21q22.11","","","P17181","3454","1305399","Ifnar1","interferon alpha and beta receptor subunit 1","","","","","288264","MGI:107658","Ifnar1","interferon (alpha and beta) receptor 1","","","","P33896","15975"
"catalytic_receptor","310","Interferon receptor family","1724","Interferon &alpha;/&beta; receptor 2","","","","IFNABR|interferon (alpha, beta and omega) receptor 2","5433","IFNAR2","interferon alpha and beta receptor subunit 2","21q22.11","","","P48551","3455","","","","","","","","","MGI:1098243","Ifnar2","interferon (alpha and beta) receptor 2","","","","O35664","15976"
"catalytic_receptor","310","Interferon receptor family","1725","Interferon &gamma; receptor 1","","","","CD119|interferon gamma receptor|Ifgr|IFN-gammaR|Nktar","5439","IFNGR1","interferon gamma receptor 1","06q23.3","","","P15260","3459","620570","Ifngr1","interferon gamma receptor 1","","","","","116465","MGI:107655","Ifngr1","interferon gamma receptor 1","","","","P15261","15979"
"catalytic_receptor","310","Interferon receptor family","1726","Interferon &gamma; receptor 2","","","","AF-1|IFNGT1|interferon gamma receptor 2|Ifgr2|interferon gamma receptor 2 (interferon gamma transducer 1)","5440","IFNGR2","interferon gamma receptor 2","21q22.11","","","P38484","3460","1307532","Ifngr2","interferon gamma receptor 2","","","","","360697","MGI:107654","Ifngr2","interferon gamma receptor 2","","","","","15980"
"catalytic_receptor","315","Natriuretic peptide receptor family","1747","Guanylyl cyclase-A","","","GC-A","ANPA receptor|natriuretic peptide receptor 1|atrial natriuretic peptide A-type receptor|guanylate cyclase A|atrionatriuretic peptide receptor A|natriuretic peptide receptor-A","7943","NPR1","natriuretic peptide receptor 1","1q21-q22","","","P16066","4881","3195","Npr1","natriuretic peptide receptor 1","2q34","","","P18910","24603","MGI:97371","Npr1","natriuretic peptide receptor 1","3 39.23 cM","","","P18293","18160"
"catalytic_receptor","315","Natriuretic peptide receptor family","1748","Guanylyl cyclase-B","","","GC-B","ANPB receptor|natriuretic peptide receptor 2|ANP-B|ANPR-B|atrial natriuretic peptide receptor 2|atrial natriuretic peptide receptor B|guanylate cyclase B|atrionatriuretic peptide receptor B|natriuretic peptide receptor-B","7944","NPR2","natriuretic peptide receptor 2","","","","P20594","4882","620851","Npr2","natriuretic peptide receptor 2","","","","P16067","116564","MGI:97372","Npr2","natriuretic peptide receptor 2","","","","Q6VVW5","230103"
"catalytic_receptor","315","Natriuretic peptide receptor family","1750","Guanylyl cyclase-C","","","GC-C","ST<sub>a</sub>R|guanylate cyclase 2C (heat stable enterotoxin receptor)|intestinal guanylate cyclase|STA receptor|heat-stable enterotoxin receptor|guanylate cyclase 2C","4688","GUCY2C","guanylate cyclase 2C","12p12","NM_004963","NP_004954","P25092","2984","2771","Gucy2c","guanylate cyclase 2C","4q43","NM_013170","NP_037302","P23897","25711","MGI:106903","Gucy2c","guanylate cyclase 2c","6","NM_001127318","NP_001120790|NP_659504","Q3UWA6","14917"
"catalytic_receptor","315","Natriuretic peptide receptor family","1749","natriuretic peptide receptor 3","","","NPR-C","NPR3|ANP-C|ANP-CR|ANPR-C|Atrial natriuretic peptide clearence receptor 3|atrial natriuretic peptide receptor 3|atrial natriuretic peptide receptor type C|lgj|longjohn|GUCY2B|Nppc receptor|natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)","7945","NPR3","natriuretic peptide receptor 3","","","","P17342","4883","3196","Npr3","natriuretic peptide receptor 3","","","","P41740","25339","MGI:97373","Npr3","natriuretic peptide receptor 3","","","","P70180","18162"
"catalytic_receptor","317","NOD-like receptor family","1762","nucleotide binding oligomerization domain containing 1","","","NOD1","CARD4|CLR7.1|caspase recruitment domain family, member 4|NLR family, CARD domain containing 1|NLRC1|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 1 (NLRC1)|nucleotide-binding oligomerization domain containing 1","16390","NOD1","nucleotide binding oligomerization domain containing 1","7p14.3","","","Q9Y239","10392","1562269","Nod1","nucleotide-binding oligomerization domain containing 1","4q24","","","","500133","MGI:1341839","Nod1","nucleotide-binding oligomerization domain containing 1","6 27.22 cM","","","Q8BHB0","107607"
"catalytic_receptor","317","NOD-like receptor family","1763","nucleotide binding oligomerization domain containing 2","","","NOD2","BLAU|CARD15|CLR16.3|IBD1|PSORAS1|caspase recruitment domain family, member 15|NLR family, CARD domain containing 2|NOD-like receptor C2|NLRC2|ACUG|NOD2B|CD|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 2 (NLRC2)|nucleotide-binding oligomerization domain containing 2","5331","NOD2","nucleotide binding oligomerization domain containing 2","16q12.1","","","Q9HC29","64127","1306368","Nod2","nucleotide-binding oligomerization domain containing 2","19p11","","","","291912","MGI:2429397","Nod2","nucleotide-binding oligomerization domain containing 2","8 43.51 cM","","","Q8K3Z0","257632"
"catalytic_receptor","317","NOD-like receptor family","1764","NLRC3","","","","CLR16.2|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 3|NLR family, CARD domain containing 3|Caterpiller 16.2|NOD3|NLR family","29889","NLRC3","NLR family CARD domain containing 3","16p13.3","","","Q7RTR2","197358","1304902","Nlrc3","NLR family, CARD domain containing 3","10 q12","","","","287070","MGI:2444070","Nlrc3","NLR family, CARD domain containing 3","16 2.32 cM","","","Q5DU56","268857"
"catalytic_receptor","317","NOD-like receptor family","1782","NLRC4","","","","NOD4|caspase recruitment domain family, member 12|NOD-like receptor C4|NLR family, CARD domain containing 4|CARD12|CLAN|CLAN1|CLANA|CLANB|CLANC|CLAND|CLR2.1|IPAF|NLR family","16412","NLRC4","NLR family CARD domain containing 4","2p22.3","","","Q9NPP4","58484","1309831","Nlrc4","NLR family, CARD domain containing 4","6 q12","","","F1M649","298784","MGI:3036243","Nlrc4","NLR family, CARD domain containing 4","17 45.64 cM","","","Q3UP24","268973"
"catalytic_receptor","317","NOD-like receptor family","1765","NLRC5","","","","CLR16.1|NOD27|NOD4|NOD-like receptor C5|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 5|NLR family, CARD domain containing 5","29933","NLRC5","NLR family CARD domain containing 5","16q13","","","Q86WI3","84166","","","","","","","","","MGI:3612191","Nlrc5","NLR family, CARD domain containing 5","8 46.55 cM","","","C3VPR6","434341"
"catalytic_receptor","317","NOD-like receptor family","1766","NLRX1","","","","CLR11.3|NOD9|NOD-like receptor X1|NLR family member X1|DLNB26|NOD26|NOD5","29890","NLRX1","NLR family member X1","11q23.3","","","Q86UT6","79671","1311293","Nlrx1","NLR family member X1","8q22","","","Q5FVQ8","315599","MGI:2429611","Nlrx1","NLR family member X1","9 24.84 cM","","","Q3TL44","270151"
"catalytic_receptor","317","NOD-like receptor family","1767","CIITA","","","","C2TA|MHC2TA|MHC class II transactivator|class II transactivator|Class II major histocompatability complex|CIITAIV|NLRA|nucleotide-binding oligomerization domain, leucine rich repeat and acidic domain containing (NLRA)|class II, major histocompatibility complex, transactivator|class II","7067","CIITA","class II major histocompatibility complex transactivator","16p13","","","P33076","4261","619813","Ciita","class II, major histocompatibility complex, transactivator","10 q11","","","","85483","MGI:108445","Ciita","class II transactivator","16 5.65 cM","","","P79621","12265"
